"Munic�pio";"Popula��o_residente"
"220540 JOAQUIM PIRES";14376
"220545 JOCA MARQUES";5466
"220550 JOSE DE FREITAS";39336
"220551 JUAZEIRO DO PIAUI";5485
"220552 JULIO BORGES";5640
"220553 JUREMA";4777
"220554 LAGOINHA DO PIAUI";2858
"220555 LAGOA ALEGRE";8577
"220556 LAGOA DO BARRO DO PIAUI";4656
"220557 LAGOA DE SAO FRANCISCO";6777
"220558 LAGOA DO PIAUI";4075
"220559 LAGOA DO SITIO";5198
"220560 LANDRI SALES";5283
"220570 LUIS CORREIA";30438
"220580 LUZILANDIA";25504
"220585 MADEIRO";8342
"220590 MANOEL EMIDIO";5351
"220595 MARCOLANDIA";8543
"220600 MARCOS PARENTE";4547
"220605 MASSAPE DO PIAUI";6449
"220610 MATIAS OLIMPIO";10958
"220620 MIGUEL ALVES";33833
"220630 MIGUEL LEAO";1242
"220635 MILTON BRANDAO";6608
"220640 MONSENHOR GIL";10564
"220650 MONSENHOR HIPOLITO";7767
"220660 MONTE ALEGRE DO PIAUI";10615
"220665 MORRO CABECA NO TEMPO";4530
"220667 MORRO DO CHAPEU DO PIAUI";6811
"220669 MURICI DOS PORTELAS";9209
"220670 NAZARE DO PIAUI";7322
"220672 NAZARIA";8602
"220675 NOSSA SENHORA DE NAZARE";4891
"220680 NOSSA SENHORA DOS REMEDIOS";8723
"220690 NOVO ORIENTE DO PIAUI";6556
"220695 NOVO SANTO ANTONIO";3003
"220700 OEIRAS";37085
"220710 OLHO D'AGUA DO PIAUI";2468
"220720 PADRE MARCOS";6873
"220730 PAES LANDIM";4126
"220735 PAJEU DO PIAUI";3404
"220740 PALMEIRA DO PIAUI";5036
"220750 PALMEIRAIS";14587
"220755 PAQUETA";3937
"220760 PARNAGUA";10819
"220770 PARNAIBA";153482
"220775 PASSAGEM FRANCA DO PIAUI";4323
"220777 PATOS DO PIAUI";6406
"220779 PAU D'ARCO DO PIAUI";4065
"220780 PAULISTANA";20554
"220785 PAVUSSU";3669
"220790 PEDRO II";38778
"220793 PEDRO LAURENTINO";2544
"220795 NOVA SANTA RITA";4383
"220800 PICOS";78431
"220810 PIMENTEIRAS";12139
"220820 PIO IX";18459
"220830 PIRACURUCA";28874
"220840 PIRIPIRI";63787
"220850 PORTO";12608
"220855 PORTO ALEGRE DO PIAUI";2720
"220860 PRATA DO PIAUI";3150
"220865 QUEIMADA NOVA";9017
"220870 REDENCAO DO GURGUEIA";8796
"220880 REGENERACAO";17979
"220885 RIACHO FRIO";4309
"220887 RIBEIRA DO PIAUI";4488
"220890 RIBEIRO GONCALVES";7376
"220900 RIO GRANDE DO PIAUI";6433
"220910 SANTA CRUZ DO PIAUI";6247
"220915 SANTA CRUZ DOS MILAGRES";4033
"220920 SANTA FILOMENA";6254
"220930 SANTA LUZ";5882
"220935 SANTANA DO PIAUI";4642
"220937 SANTA ROSA DO PIAUI";5255
"220940 SANTO ANTONIO DE LISBOA";6441
"220945 SANTO ANTONIO DOS MILAGRES";2166
"220950 SANTO INACIO DO PIAUI";3803
"220955 SAO BRAZ DO PIAUI";4451
"220960 SAO FELIX DO PIAUI";2932
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";5779
"220970 SAO FRANCISCO DO PIAUI";6420
"220975 SAO GONCALO DO GURGUEIA";3057
"220980 SAO GONCALO DO PIAUI";5030
"220985 SAO JOAO DA CANABRAVA";4614
"220987 SAO JOAO DA FRONTEIRA";6064
"220990 SAO JOAO DA SERRA";6122
"220995 SAO JOAO DA VARJOTA";4848
"220997 SAO JOAO DO ARRAIAL";8038
"221000 SAO JOAO DO PIAUI";20662
"221005 SAO JOSE DO DIVINO";5354
"221010 SAO JOSE DO PEIXE";3741
"221020 SAO JOSE DO PIAUI";6700
"221030 SAO JULIAO";6371
"221035 SAO LOURENCO DO PIAUI";4577
"221037 SAO LUIS DO PIAUI";2646
"221038 SAO MIGUEL DA BAIXA GRANDE";2454
"221039 SAO MIGUEL DO FIDALGO";3038
"221040 SAO MIGUEL DO TAPUIO";17639
"221050 SAO PEDRO DO PIAUI";14324
"221060 SAO RAIMUNDO NONATO";34877
"221062 SEBASTIAO BARROS";3451
"221063 SEBASTIAO LEAL";4303
"221065 SIGEFREDO PACHECO";10058
"221070 SIMOES";14649
"221080 SIMPLICIO MENDES";12746
"221090 SOCORRO DO PIAUI";4563
"221093 SUSSUAPARA";6767
"221095 TAMBORIL DO PIAUI";2929
"221097 TANQUE DO PIAUI";2773
"221100 TERESINA";868075
"221110 UNIAO";44569
"221120 URUCUI";21655
"221130 VALENCA DO PIAUI";20929
"221135 VARZEA BRANCA";4938
"221140 VARZEA GRANDE";4386
"221150 VERA MENDES";3080
"221160 VILA NOVA DO PIAUI";2952
"221170 WALL FERRAZ";4471
"230010 ABAIARA";11853
"230015 ACARAPE";15036
"230020 ACARAU";63104
"230030 ACOPIARA";54481
"230040 AIUABA";17493
"230050 ALCANTARAS";11781
"230060 ALTANEIRA";7650
"230070 ALTO SANTO";16033
"230075 AMONTADA";43829
"230080 ANTONINA DO NORTE";7378
"230090 APUIARES";14672
"230100 AQUIRAZ";80935
"230110 ARACATI";74975
"230120 ARACOIABA";26535
"230125 ARARENDA";10959
"230130 ARARIPE";21654
"230140 ARATUBA";11802
"230150 ARNEIROZ";7844
"230160 ASSARE";23478
"230170 AURORA";24610
"230180 BAIXIO";6303
"230185 BANABUIU";18256
"230190 BARBALHA";61228
"230195 BARREIRA";22573
"230200 BARRO";22758
"230205 BARROQUINHA";15044
"230210 BATURITE";35941
"230220 BEBERIBE";53949
"230230 BELA CRUZ";32722
"230240 BOA VIAGEM";54577
"230250 BREJO SANTO";49842
"230260 CAMOCIM";63907
"230270 CAMPOS SALES";27470
"230280 CANINDE";77244
"230290 CAPISTRANO";17786
"230300 CARIDADE";22782
"230310 CARIRE";18459
"230320 CARIRIACU";26987
"230330 CARIUS";18699
"230340 CARNAUBAL";17685
"230350 CASCAVEL";72232
"230360 CATARINA";20871
"230365 CATUNDA";10376
"230370 CAUCAIA";365212
"230380 CEDRO";25585
"230390 CHAVAL";13091
"230393 CHORO";13565
"230395 CHOROZINHO";20274
"230400 COREAU";23239
"230410 CRATEUS";75159
"230420 CRATO";133031
"230423 CROATA";18133
"230425 CRUZ";24977
"230426 DEPUTADO IRAPUAN PINHEIRO";9662
"230427 ERERE";7225
"230428 EUSEBIO";54337
"230430 FARIAS BRITO";19389
"230435 FORQUILHA";24452
"230440 FORTALEZA";2686612
"230445 FORTIM";16631
"230450 FRECHEIRINHA";14134
"230460 GENERAL SAMPAIO";7694
"230465 GRACA";14407
"230470 GRANJA";54962
"230480 GRANJEIRO";4814
"230490 GROAIRAS";11144
"230495 GUAIUBA";26290
"230500 GUARACIABA DO NORTE";40784
"230510 GUARAMIRANGA";5132
"230520 HIDROLANDIA";20053
"230523 HORIZONTE";68529
"230526 IBARETAMA";13369
"230530 IBIAPINA";25082
"230533 IBICUITINGA";12629
"230535 ICAPUI";20060
"230540 ICO";68162
"230550 IGUATU";103074
"230560 INDEPENDENCIA";26187
"230565 IPAPORANGA";11596
"230570 IPAUMIRIM";12485
"230580 IPU";42058
"230590 IPUEIRAS";38114
"230600 IRACEMA";14326
"230610 IRAUCUBA";24305
"230620 ITAICABA";7866
"230625 ITAITINGA";38325
"230630 ITAPAGE";53067
"230640 ITAPIPOCA";130539
"230650 ITAPIUNA";20520
"230655 ITAREMA";42215
"230660 ITATIRA";21836
"230670 JAGUARETAMA";18147
"230680 JAGUARIBARA";11492
"230690 JAGUARIBE";34636
"230700 JAGUARUANA";33834
"230710 JARDIM";27181
"230720 JATI";8130
"230725 JIJOCA DE JERICOACOARA";20087
"230730 JUAZEIRO DO NORTE";276264
"230740 JUCAS";24892
"230750 LAVRAS DA MANGABEIRA";31492
"230760 LIMOEIRO DO NORTE";59890
"230763 MADALENA";19864
"230765 MARACANAU";229458
"230770 MARANGUAPE";130346
"230780 MARCO";27595
"230790 MARTINOPOLE";11321
"230800 MASSAPE";39044
"230810 MAURITI";48168
"230820 MERUOCA";15185
"230830 MILAGRES";27462
"230835 MILHA";13142
"230837 MIRAIMA";13894
"230840 MISSAO VELHA";35480
"230850 MOMBACA";43858
"230860 MONSENHOR TABOSA";17249
"230870 MORADA NOVA";61738
"230880 MORAUJO";8779
"230890 MORRINHOS";22685
"230900 MUCAMBO";14549
"230910 MULUNGU";10941
"230920 NOVA OLINDA";15684
"230930 NOVA RUSSAS";32408
"230940 NOVO ORIENTE";28673
"230945 OCARA";25833
"230950 OROS";21384
"230960 PACAJUS";73188
"230970 PACATUBA";84554
"230980 PACOTI";12288
"230990 PACUJA";6549
"231000 PALHANO";9422
"231010 PALMACIA";13439
"231020 PARACURU";35304
"231025 PARAIPABA";32992
"231030 PARAMBU";31455
"231040 PARAMOTI";12252
"231050 PEDRA BRANCA";43309
"231060 PENAFORTE";9143
"231070 PENTECOSTE";37900
"231080 PEREIRO";16331
"231085 PINDORETAMA";20769
"231090 PIQUET CARNEIRO";17086
"231095 PIRES FERREIRA";11001
"231100 PORANGA";12347
"231110 PORTEIRAS";14958
"231120 POTENGI";11106
"231123 POTIRETAMA";6437
"231126 QUITERIANOPOLIS";21166
"231130 QUIXADA";88321
"231135 QUIXELO";16147
"231140 QUIXERAMOBIM";81778
"231150 QUIXERE";22293
"231160 REDENCAO";29146
"231170 RERIUTABA";18385
"231180 RUSSAS";78882
"231190 SABOEIRO";15788
"231195 SALITRE";16635
"231200 SANTANA DO ACARAU";32654
"231210 SANTANA DO CARIRI";17712
"231220 SANTA QUITERIA";43711
"231230 SAO BENEDITO";48131
"231240 SAO GONCALO DO AMARANTE";48869
"231250 SAO JOAO DO JAGUARIBE";7601
"231260 SAO LUIS DO CURU";13044
"231270 SENADOR POMPEU";25456
"231280 SENADOR SA";7691
"231290 SOBRAL";210711
"231300 SOLONOPOLE";18357
"231310 TABULEIRO DO NORTE";31970
"231320 TAMBORIL";26225
"231325 TARRAFAS";8573
"231330 TAUA";59062
"231335 TEJUCUOCA";19371
"231340 TIANGUA";76537
"231350 TRAIRI";56291
"231355 TURURU";16431
"231360 UBAJARA";35047
"231370 UMARI";7736
"231375 UMIRIM";19903
"231380 URUBURETAMA";22040
"231390 URUOCA";13915
"231395 VARJOTA";18471
"231400 VARZEA ALEGRE";40903
"231410 VICOSA DO CEARA";61410
"240010 ACARI";11121
"240020 ACU";58384
"240030 AFONSO BEZERRA";11029
"240040 AGUA NOVA";3272
"240050 ALEXANDRIA";13553
"240060 ALMINO AFONSO";4710
"240070 ALTO DO RODRIGUES";14728
"240080 ANGICOS";11705
"240090 ANTONIO MARTINS";7154
"240100 APODI";35874
"240110 AREIA BRANCA";27967
"240120 ARES";14417
"240130 AUGUSTO SEVERO";9670
"240140 BAIA FORMOSA";9322
"240145 BARAUNA";28747
"240150 BARCELONA";3994
"240160 BENTO FERNANDES";5525
"240165 BODO";2197
"240170 BOM JESUS";10267
"240180 BREJINHO";12787
"240185 CAICARA DO NORTE";6561
"240190 CAICARA DO RIO DO VENTO";3715
"240200 CAICO";68343
"240210 CAMPO REDONDO";11291
"240220 CANGUARETAMA";34548
"240230 CARAUBAS";20541
"240240 CARNAUBA DOS DANTAS";8239
"240250 CARNAUBAIS";10867
"240260 CEARA-MIRIM";73886
"240270 CERRO CORA";11181
"240280 CORONEL EZEQUIEL";5504
"240290 CORONEL JOAO PESSOA";4915
"240300 CRUZETA";7983
"240310 CURRAIS NOVOS";44905
"240320 DOUTOR SEVERIANO";7072
"240325 PARNAMIRIM";267036
"240330 ENCANTO";5668
"240340 EQUADOR";6054
"240350 ESPIRITO SANTO";10484
"240360 EXTREMOZ";28936
"240370 FELIPE GUERRA";5997
"240375 FERNANDO PEDROZA";3067
"240380 FLORANIA";9786
"240390 FRANCISCO DANTAS";2813
"240400 FRUTUOSO GOMES";4041
"240410 GALINHOS";2845
"240420 GOIANINHA";26669
"240430 GOVERNADOR DIX-SEPT ROSADO";13076
"240440 GROSSOS";10463
"240450 GUAMARE";15963
"240460 IELMO MARINHO";13901
"240470 IPANGUACU";15626
"240480 IPUEIRA";2253
"240485 ITAJA";7595
"240490 ITAU";5897
"240500 JACANA";9238
"240510 JANDAIRA";6893
"240520 JANDUIS";5248
"240530 JANUARIO CICCO";10275
"240540 JAPI";4995
"240550 JARDIM DE ANGICOS";2606
"240560 JARDIM DE PIRANHAS";14942
"240570 JARDIM DO SERIDO";12396
"240580 JOAO CAMARA";35160
"240590 JOAO DIAS";2654
"240600 JOSE DA PENHA";5946
"240610 JUCURUTU";18315
"240615 JUNDIA";3922
"240620 LAGOA D'ANTA";6811
"240630 LAGOA DE PEDRAS";7584
"240640 LAGOA DE VELHOS";2732
"240650 LAGOA NOVA";15749
"240660 LAGOA SALGADA";8297
"240670 LAJES";11344
"240680 LAJES PINTADAS";4763
"240690 LUCRECIA";4025
"240700 LUIS GOMES";10146
"240710 MACAIBA";81821
"240720 MACAU";32039
"240725 MAJOR SALES";4062
"240730 MARCELINO VIEIRA";8336
"240740 MARTINS";8758
"240750 MAXARANGUAPE";12544
"240760 MESSIAS TARGINO";4634
"240770 MONTANHAS";11208
"240780 MONTE ALEGRE";22576
"240790 MONTE DAS GAMELEIRAS";2084
"240800 MOSSORO";300618
"240810 NATAL";890480
"240820 NISIA FLORESTA";27938
"240830 NOVA CRUZ";37450
"240840 OLHO-D'AGUA DO BORGES";4244
"240850 OURO BRANCO";4813
"240860 PARANA";4276
"240870 PARAU";3750
"240880 PARAZINHO";5272
"240890 PARELHAS";21545
"240895 RIO DO FOGO";10905
"240910 PASSA E FICA";13474
"240920 PASSAGEM";3102
"240930 PATU";12809
"240933 SANTA MARIA";5621
"240940 PAU DOS FERROS";30600
"240950 PEDRA GRANDE";3199
"240960 PEDRA PRETA";2438
"240970 PEDRO AVELINO";6653
"240980 PEDRO VELHO";14844
"240990 PENDENCIAS";15272
"241000 PILOES";3869
"241010 POCO BRANCO";15531
"241020 PORTALEGRE";7906
"241025 PORTO DO MANGUE";6522
"241030 SERRA CAIADA";10522
"241040 PUREZA";9724
"241050 RAFAEL FERNANDES";5128
"241060 RAFAEL GODEIRO";3208
"241070 RIACHO DA CRUZ";3614
"241080 RIACHO DE SANTANA";4199
"241090 RIACHUELO";8220
"241100 RODOLFO FERNANDES";4462
"241105 TIBAU";4140
"241110 RUY BARBOSA";3592
"241120 SANTA CRUZ";39988
"241140 SANTANA DO MATOS";11956
"241142 SANTANA DO SERIDO";2689
"241150 SANTO ANTONIO";24280
"241160 SAO BENTO DO NORTE";2717
"241170 SAO BENTO DO TRAIRI";4495
"241180 SAO FERNANDO";3595
"241190 SAO FRANCISCO DO OESTE";4255
"241200 SAO GONCALO DO AMARANTE";103672
"241210 SAO JOAO DO SABUGI";6207
"241220 SAO JOSE DE MIPIBU";44236
"241230 SAO JOSE DO CAMPESTRE";12879
"241240 SAO JOSE DO SERIDO";4665
"241250 SAO MIGUEL";23655
"241255 SAO MIGUEL DO GOSTOSO";10362
"241260 SAO PAULO DO POTENGI";17720
"241270 SAO PEDRO";5930
"241280 SAO RAFAEL";8192
"241290 SAO TOME";11053
"241300 SAO VICENTE";6450
"241310 SENADOR ELOI DE SOUZA";6127
"241320 SENADOR GEORGINO AVELINO";4484
"241330 SERRA DE SAO BENTO";5751
"241335 SERRA DO MEL";12083
"241340 SERRA NEGRA DO NORTE";8092
"241350 SERRINHA";6178
"241355 SERRINHA DOS PINTOS";4816
"241360 SEVERIANO MELO";2088
"241370 SITIO NOVO";5561
"241380 TABOLEIRO GRANDE";2586
"241390 TAIPU";12297
"241400 TANGARA";15869
"241410 TENENTE ANANIAS";10855
"241415 TENENTE LAURENTINO CRUZ";6019
"241420 TIBAU DO SUL";14440
"241430 TIMBAUBA DOS BATISTAS";2421
"241440 TOUROS";33503
"241445 TRIUNFO POTIGUAR";3216
"241450 UMARIZAL";10520
"241460 UPANEMA";14800
"241470 VARZEA";5515
"241475 VENHA-VER";4205
"241480 VERA CRUZ";12637
"241490 VICOSA";1725
"241500 VILA FLOR";3194
"250010 AGUA BRANCA";10306
"250020 AGUIAR";5630
"250030 ALAGOA GRANDE";28439
"250040 ALAGOA NOVA";20921
"250050 ALAGOINHA";14560
"250053 ALCANTIL";5509
"250057 ALGODAO DE JANDAIRA";2577
"250060 ALHANDRA";19727
"250070 SAO JOAO DO RIO DO PEIXE";18026
"250073 AMPARO";2251
"250077 APARECIDA";8416
"250080 ARACAGI";16921
"250090 ARARA";13542
"250100 ARARUNA";20463
"250110 AREIA";22656
"250115 AREIA DE BARAUNAS";2116
"250120 AREIAL";7027
"250130 AROEIRAS";19116
"250135 ASSUNCAO";4029
"250140 BAIA DA TRAICAO";9096
"250150 BANANEIRAS";21269
"250153 BARAUNA";4964
"250157 BARRA DE SANTANA";8349
"250160 BARRA DE SANTA ROSA";15497
"250170 BARRA DE SAO MIGUEL";6065
"250180 BAYEUX";97203
"250190 BELEM";17705
"250200 BELEM DO BREJO DO CRUZ";7349
"250205 BERNARDINO BATISTA";3536
"250210 BOA VENTURA";5307
"250215 BOA VISTA";7136
"250220 BOM JESUS";2575
"250230 BOM SUCESSO";4956
"250240 BONITO DE SANTA FE";12022
"250250 BOQUEIRAO";17870
"250260 IGARACY";6105
"250270 BORBOREMA";5287
"250280 BREJO DO CRUZ";14206
"250290 BREJO DOS SANTOS";6464
"250300 CAAPORA";21955
"250310 CABACEIRAS";5661
"250320 CABEDELO";68767
"250330 CACHOEIRA DOS INDIOS";10305
"250340 CACIMBA DE AREIA";3695
"250350 CACIMBA DE DENTRO";17178
"250355 CACIMBAS";7199
"250360 CAICARA";7191
"250370 CAJAZEIRAS";62289
"250375 CAJAZEIRINHAS";3205
"250380 CALDAS BRANDAO";6046
"250390 CAMALAU";6031
"250400 CAMPINA GRANDE";411807
"250403 CAPIM";6620
"250407 CARAUBAS";4185
"250410 CARRAPATEIRA";2687
"250415 CASSERENGUE";7499
"250420 CATINGUEIRA";4935
"250430 CATOLE DO ROCHA";30684
"250435 CATURITE";4875
"250440 CONCEICAO";19007
"250450 CONDADO";6658
"250460 CONDE";25010
"250470 CONGO";4787
"250480 COREMAS";15441
"250485 COXIXOLA";1935
"250490 CRUZ DO ESPIRITO SANTO";17461
"250500 CUBATI";7832
"250510 CUITE";20334
"250520 CUITEGI";6775
"250523 CUITE DE MAMANGUAPE";6356
"250527 CURRAL DE CIMA";5218
"250530 CURRAL VELHO";2512
"250535 DAMIAO";5370
"250540 DESTERRO";8315
"250550 VISTA SERRANA";3824
"250560 DIAMANTE";6528
"250570 DONA INES";10413
"250580 DUAS ESTRADAS";3582
"250590 EMAS";3539
"250600 ESPERANCA";33199
"250610 FAGUNDES";11215
"250620 FREI MARTINHO";2989
"250625 GADO BRAVO";8303
"250630 GUARABIRA";59115
"250640 GURINHEM";14127
"250650 GURJAO";3453
"250660 IBIARA";5903
"250670 IMACULADA";11848
"250680 INGA";18144
"250690 ITABAIANA";24419
"250700 ITAPORANGA";24828
"250710 ITAPOROROCA";18823
"250720 ITATUBA";11016
"250730 JACARAU";14450
"250740 JERICO";7745
"250750 JOAO PESSOA";817511
"250760 JUAREZ TAVORA";7976
"250770 JUAZEIRINHO";18298
"250780 JUNCO DO SERIDO";7195
"250790 JURIPIRANGA";10793
"250800 JURU";9849
"250810 LAGOA";4653
"250820 LAGOA DE DENTRO";7737
"250830 LAGOA SECA";27617
"250840 LASTRO";2718
"250850 LIVRAMENTO";7265
"250855 LOGRADOURO";4369
"250860 LUCENA";13214
"250870 MAE D'AGUA";3999
"250880 MALTA";5752
"250890 MAMANGUAPE";45136
"250900 MANAIRA";10972
"250905 MARCACAO";8653
"250910 MARI";21866
"250915 MARIZOPOLIS";6654
"250920 MASSARANDUBA";13998
"250930 MATARACA";8539
"250933 MATINHAS";4515
"250937 MATO GROSSO";2926
"250939 MATUREIA";6630
"250940 MOGEIRO";13261
"250950 MONTADAS";5738
"250960 MONTE HOREBE";4842
"250970 MONTEIRO";33433
"250980 MULUNGU";9932
"250990 NATUBA";10451
"251000 NAZAREZINHO";7286
"251010 NOVA FLORESTA";10626
"251020 NOVA OLINDA";5920
"251030 NOVA PALMEIRA";4959
"251040 OLHO D'AGUA";6462
"251050 OLIVEDOS";3961
"251060 OURO VELHO";3046
"251065 PARARI";1758
"251070 PASSAGEM";2436
"251080 PATOS";108192
"251090 PAULISTA";12379
"251100 PEDRA BRANCA";3802
"251110 PEDRA LAVRADA";7899
"251120 PEDRAS DE FOGO";28533
"251130 PIANCO";16111
"251140 PICUI";18720
"251150 PILAR";11977
"251160 PILOES";6576
"251170 PILOEZINHOS";4955
"251180 PIRPIRITUBA";10584
"251190 PITIMBU";19275
"251200 POCINHOS";18708
"251203 POCO DANTAS";3882
"251207 POCO DE JOSE DE MOURA";4337
"251210 POMBAL";32802
"251220 PRATA";4238
"251230 PRINCESA ISABEL";23549
"251240 PUXINANA";13741
"251250 QUEIMADAS";44179
"251260 QUIXABA";1983
"251270 REMIGIO";19798
"251272 PEDRO REGIS";6114
"251274 RIACHAO";3619
"251275 RIACHAO DO BACAMARTE";4541
"251276 RIACHAO DO POCO";4540
"251278 RIACHO DE SANTO ANTONIO";1974
"251280 RIACHO DOS CAVALOS";8541
"251290 RIO TINTO";24218
"251300 SALGADINHO";3931
"251310 SALGADO DE SAO FELIX";12131
"251315 SANTA CECILIA";6541
"251320 SANTA CRUZ";6581
"251330 SANTA HELENA";5871
"251335 SANTA INES";3593
"251340 SANTA LUZIA";15426
"251350 SANTANA DE MANGUEIRA";5129
"251360 SANTANA DOS GARROTES";6986
"251365 JOCA CLAUDINO";2639
"251370 SANTA RITA";137349
"251380 SANTA TERESINHA";4562
"251385 SANTO ANDRE";2509
"251390 SAO BENTO";34344
"251392 SAO BENTINHO";4566
"251394 SAO DOMINGOS DO CARIRI";2630
"251396 SAO DOMINGOS";3097
"251398 SAO FRANCISCO";3384
"251400 SAO JOAO DO CARIRI";4184
"251410 SAO JOAO DO TIGRE";4415
"251420 SAO JOSE DA LAGOA TAPADA";7626
"251430 SAO JOSE DE CAIANA";6376
"251440 SAO JOSE DE ESPINHARAS";4656
"251445 SAO JOSE DOS RAMOS";5998
"251450 SAO JOSE DE PIRANHAS";20329
"251455 SAO JOSE DE PRINCESA";3950
"251460 SAO JOSE DO BONFIM";3588
"251465 SAO JOSE DO BREJO DO CRUZ";1811
"251470 SAO JOSE DO SABUGI";4147
"251480 SAO JOSE DOS CORDEIROS";3618
"251490 SAO MAMEDE";7702
"251500 SAO MIGUEL DE TAIPU";7410
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";11728
"251520 SAO SEBASTIAO DO UMBUZEIRO";3512
"251530 SAPE";52804
"251540 SAO VICENTE DO SERIDO";10848
"251550 SERRA BRANCA";13754
"251560 SERRA DA RAIZ";3131
"251570 SERRA GRANDE";2916
"251580 SERRA REDONDA";7021
"251590 SERRARIA";6068
"251593 SERTAOZINHO";5089
"251597 SOBRADO";7815
"251600 SOLANEA";26227
"251610 SOLEDADE";15102
"251615 SOSSEGO";3594
"251620 SOUSA";69723
"251630 SUME";17031
"251640 TACIMA";10969
"251650 TAPEROA";15441
"251660 TAVARES";14759
"251670 TEIXEIRA";15248
"251675 TENORIO";3081
"251680 TRIUNFO";9464
"251690 UIRAUNA";15300
"251700 UMBUZEIRO";9911
"251710 VARZEA";2841
"251720 VIEIROPOLIS";5372
"251740 ZABELE";2255
"260005 ABREU E LIMA";100346
"260010 AFOGADOS DA INGAZEIRA";37404
"260020 AFRANIO";19810
"260030 AGRESTINA";25065
"260040 AGUA PRETA";37082
"260050 AGUAS BELAS";43686
"260060 ALAGOINHA";14718
"260070 ALIANCA";38397
"260080 ALTINHO";22984
"260090 AMARAJI";22870
"260100 ANGELIM";11226
"260105 ARACOIABA";20733
"260110 ARARIPINA";84864
"260120 ARCOVERDE";74822
"260130 BARRA DE GUABIRABA";14510
"260140 BARREIROS";42764
"260150 BELEM DE MARIA";12122
"260160 BELEM DE SAO FRANCISCO";20730
"260170 BELO JARDIM";76687
"260180 BETANIA";12765
"260190 BEZERROS";60880
"260200 BODOCO";38378
"260210 BOM CONSELHO";48767
"260220 BOM JARDIM";39983
"260230 BONITO";38117
"260240 BREJAO";8987
"260250 BREJINHO";7488
"260260 BREJO DA MADRE DE DEUS";51225
"260270 BUENOS AIRES";13190
"260280 BUIQUE";58919
"260290 CABO DE SANTO AGOSTINHO";208944
"260300 CABROBO";34503
"260310 CACHOEIRINHA";20501
"260320 CAETES";28904
"260330 CALCADO";11018
"260340 CALUMBI";5747
"260345 CAMARAGIBE";158899
"260350 CAMOCIM DE SAO FELIX";18900
"260360 CAMUTANGA";8572
"260370 CANHOTINHO";24773
"260380 CAPOEIRAS";20048
"260390 CARNAIBA";19609
"260392 CARNAUBEIRA DA PENHA";13025
"260400 CARPINA";84395
"260410 CARUARU";365278
"260415 CASINHAS";14368
"260420 CATENDE";43340
"260430 CEDRO";11891
"260440 CHA DE ALEGRIA";13556
"260450 CHA GRANDE";21815
"260460 CONDADO";26590
"260470 CORRENTES";18268
"260480 CORTES";12560
"260490 CUMARU";10192
"260500 CUPIRA";24173
"260510 CUSTODIA";37375
"260515 DORMENTES";19079
"260520 ESCADA";69292
"260530 EXU";31766
"260540 FEIRA NOVA";22247
"260545 FERNANDO DE NORONHA";3101
"260550 FERREIROS";12170
"260560 FLORES";22618
"260570 FLORESTA";33184
"260580 FREI MIGUELINHO";15546
"260590 GAMELEIRA";31318
"260600 GARANHUNS";140577
"260610 GLORIA DO GOITA";30751
"260620 GOIANA";80055
"260630 GRANITO";7537
"260640 GRAVATA";84699
"260650 IATI";19241
"260660 IBIMIRIM";29412
"260670 IBIRAJUBA";7768
"260680 IGARASSU";118370
"260690 IGUARACY";12247
"260700 INAJA";23645
"260710 INGAZEIRA";4543
"260720 IPOJUCA";97669
"260730 IPUBI";31187
"260740 ITACURUBA";4966
"260750 ITAIBA";26308
"260760 ILHA DE ITAMARACA";26672
"260765 ITAMBE";36471
"260770 ITAPETIM";13553
"260775 ITAPISSUMA";26900
"260780 ITAQUITINGA";17006
"260790 JABOATAO DOS GUARARAPES";706867
"260795 JAQUEIRA";11644
"260800 JATAUBA";17228
"260805 JATOBA";14850
"260810 JOAO ALFREDO";33328
"260820 JOAQUIM NABUCO";16011
"260825 JUCATI";11485
"260830 JUPI";14922
"260840 JUREMA";15431
"260845 LAGOA DO CARRO";18252
"260850 LAGOA DE ITAENGA";21460
"260860 LAGOA DO OURO";13224
"260870 LAGOA DOS GATOS";16318
"260875 LAGOA GRANDE";25849
"260880 LAJEDO";40589
"260890 LIMOEIRO";56198
"260900 MACAPARANA";25472
"260910 MACHADOS";16321
"260915 MANARI";21776
"260920 MARAIAL";11220
"260930 MIRANDIBA";15470
"260940 MORENO";63294
"260950 NAZARE DA MATA";32573
"260960 OLINDA";393115
"260970 OROBO";23935
"260980 OROCO";15152
"260990 OURICURI";69969
"261000 PALMARES";63500
"261010 PALMEIRINA";7600
"261020 PANELAS";26456
"261030 PARANATAMA";11566
"261040 PARNAMIRIM";22106
"261050 PASSIRA";28894
"261060 PAUDALHO";56933
"261070 PAULISTA";334376
"261080 PEDRA";22668
"261090 PESQUEIRA";67735
"261100 PETROLANDIA";36901
"261110 PETROLINA";354317
"261120 POCAO";11305
"261130 POMBOS";27148
"261140 PRIMAVERA";15101
"261150 QUIPAPA";26175
"261153 QUIXABA";6805
"261160 RECIFE";1653461
"261170 RIACHO DAS ALMAS";20646
"261180 RIBEIRAO";47616
"261190 RIO FORMOSO";23628
"261200 SAIRE";9764
"261210 SALGADINHO";11068
"261220 SALGUEIRO";61249
"261230 SALOA";15862
"261240 SANHARO";26890
"261245 SANTA CRUZ";15558
